Rk,Player,Age,Tm,Pos,GP,CF,CA,CF%,CF% rel,FF,FA,FF%,FF% rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TOI/60,TOI(EV),TK,GV,E+/-,SAtt.,Thru%
293,Henrik Haapala\haapahe01,23,FLA,LW,5,54,72,42.9,-4.9,42,55,43.3,-5.8,3.1,97.7,100.9,47.1,52.9,13:42,11:54,0,4,-1.3,3,100.0
294,Carl Hagelin\hagelca01,29,PIT,LW,47,593,509,53.8,2.1,441,367,54.6,1.8,5.5,92.9,98.4,45.5,54.5,15:34,12:43,25,17,4.5,137,65.7
295,Robert Hagg\haggro01,22,PHI,D,45,627,781,44.5,-7.0,467,575,44.8,-6.4,10.8,93.8,104.6,41.5,58.5,18:48,16:38,6,30,-3.5,112,48.2
296,Ron Hainsey\hainsro01,36,TOR,D,47,795,842,48.6,-2.2,596,642,48.1,-0.5,9.0,92.7,101.7,41.5,58.5,22:16,17:27,12,47,0.0,121,34.7
297,Micheal Haley\haleymi01,31,FLA,LW,43,270,311,46.5,-3.4,212,233,47.6,-2.8,5.6,90.7,96.2,51.0,49.0,7:35,7:29,6,8,-3.0,49,59.2
298,Taylor Hall\hallta02,26,NJD,LW,42,643,618,51.0,4.1,484,466,50.9,2.8,11.3,89.3,100.5,53.7,46.3,18:43,15:28,46,30,6.3,255,60.8
299,Dan Hamhuis\hamhuda01,35,DAL,D,45,690,631,52.2,0.2,497,451,52.4,0.8,9.0,90.7,99.7,40.2,59.8,20:34,17:26,10,10,0.6,96,39.6
300,Dougie Hamilton\hamildo01,24,CGY,D,45,990,752,56.8,7.8,739,579,56.1,7.3,8.7,92.1,100.8,51.0,49.0,21:10,18:31,16,32,11.8,285,48.4
301,Freddie Hamilton\hamilfr01,26,CGY,C,8,44,63,41.1,-9.4,36,46,43.9,-4.2,0.0,93.5,93.5,35.9,64.1,7:38,7:22,1,0,-1.8,9,55.6
302,Travis Hamonic\hamontr01,27,CGY,D,41,664,699,48.7,-4.9,489,535,47.8,-5.5,6.9,92.7,99.6,49.8,50.2,20:08,17:15,11,20,-7.0,124,39.5
303,Noah Hanifin\hanifno01,21,CAR,D,45,840,634,57.0,4.7,631,484,56.6,5.1,7.3,89.4,96.7,64.3,35.7,18:26,16:29,24,37,9.2,204,49.0
304,Joel Hanley\hanlejo01,26,ARI,D,4,39,48,44.8,2.7,32,34,48.5,6.8,15.0,92.0,107.0,65.0,35.0,10:45,10:45,0,0,-0.6,5,20.0
305,Markus Hannikainen\hannima01,24,CBJ,LW,27,166,205,44.7,-4.8,130,157,45.3,-5.8,5.9,93.8,99.7,41.8,58.2,7:58,7:29,9,4,-0.1,42,61.9
306,Jannik Hansen\hanseja01,31,SJS,RW,26,296,260,53.2,-0.6,215,194,52.6,-0.2,5.2,92.5,97.7,50.3,49.7,12:45,11:21,14,23,-2.7,51,58.8
307,Martin Hanzal\hanzama01,30,DAL,C,32,284,326,46.6,-5.7,204,227,47.3,-5.2,7.1,86.5,93.6,33.7,66.3,14:36,11:09,10,10,-1.5,98,52.0
308,Ben Harpur\harpube01,23,OTT,D,20,237,280,45.8,-4.0,154,197,43.9,-7.3,6.1,91.5,97.6,40.0,60.0,14:51,13:08,3,9,-3.1,27,29.6
309,Scott Harrington\harrisc01,24,CBJ,D,25,241,315,43.3,-8.4,181,222,44.9,-8.1,7.4,92.7,100.1,51.3,48.7,13:03,12:11,6,2,-5.1,40,50.0
310,Ryan Hartman\hartmry01,23,CHI,LW,41,545,488,52.8,-0.5,370,362,50.5,-1.1,9.4,91.3,100.8,63.1,36.9,13:18,12:23,13,9,-1.2,137,49.6
311,Scott Hartnell\hartnsc01,35,NSH,LW,30,312,297,51.2,0.4,230,223,50.8,0.2,6.0,92.1,98.1,52.1,47.9,12:32,10:31,4,11,-2.6,68,69.1
312,Garnet Hathaway\hathaga01,26,CGY,RW,22,270,235,53.5,1.7,199,172,53.6,2.5,11.0,93.5,104.5,51.0,49.0,12:05,11:10,6,9,5.0,50,52.0
313,Erik Haula\haulaer01,26,VEG,LW,41,586,557,51.3,-1.3,422,403,51.2,-2.4,11.9,90.0,102.0,51.9,48.1,17:25,14:02,33,21,1.6,167,53.9
314,John Hayden\haydejo01,22,CHI,RW,39,337,367,47.9,-6.5,247,261,48.6,-3.3,6.7,91.2,97.9,41.8,58.2,10:33,9:29,14,6,0.2,83,57.8
315,Jimmy Hayes\hayesji01,28,NJD,RW,23,193,263,42.3,-5.3,141,186,43.1,-3.7,11.3,93.1,104.5,44.8,55.2,13:00,10:55,11,7,-1.9,48,56.3
316,Kevin Hayes\hayeske01,25,NYR,RW,43,556,620,47.3,0.4,428,454,48.5,1.3,7.8,92.3,100.1,41.7,58.3,16:49,13:56,39,36,0.1,149,65.1
317,Dillon Heatherington\heathdi01,22,DAL,D,1,14,7,66.7,8.8,11,6,64.7,12.2,0.0,100.0,100.0,22.2,77.8,13:28,13:28,0,0,0.2,2,0.0
318,Victor Hedman\hedmavi01,27,TBL,D,44,908,798,53.2,1.2,670,605,52.5,0.2,10.5,93.5,104.0,53.8,46.2,25:37,19:26,26,43,4.2,270,46.3
319,Tim Heed\heedti01,27,SJS,D,27,407,307,57.0,4.3,281,215,56.7,3.4,7.5,89.0,96.5,64.1,35.9,16:37,13:23,14,21,4.7,124,40.3
320,Danton Heinen\heineda01,22,BOS,C,40,532,454,54.0,1.8,403,337,54.5,2.6,11.6,91.7,103.3,51.7,48.3,15:54,13:09,27,10,9.1,112,60.7
321,Darren Helm\helmda01,31,DET,LW,41,462,515,47.3,-1.6,365,386,48.6,-0.9,5.2,92.0,97.2,40.9,59.1,15:41,13:32,19,23,-7.4,131,60.3
322,Ales Hemsky\hemskal01,34,MTL,RW,7,46,47,49.5,-3.2,33,35,48.5,-3.6,0.0,95.5,95.5,59.5,40.5,9:55,6:58,1,3,-1.1,10,50.0
323,Matt Hendricks\hendrma01,36,WPG,LW,39,273,250,52.2,1.2,208,188,52.5,0.9,9.1,89.7,98.7,43.2,56.8,9:32,7:18,10,7,2.3,49,65.3
324,Adam Henrique\henriad01,27,TOT,C,46,561,633,47.0,-0.1,429,465,48.0,0.3,8.4,92.6,101.0,42.2,57.8,18:03,13:26,29,19,-6.7,158,58.2
325,Tomas Hertl\hertlto01,24,SJS,C,44,682,583,53.9,1.8,482,394,55.0,3.2,7.5,88.5,96.0,49.7,50.3,18:21,13:32,34,24,2.2,202,52.0
326,Thomas Hickey\hicketh01,28,NYI,D,34,470,528,47.1,-2.1,351,413,45.9,-1.8,9.5,93.8,103.4,44.1,55.9,17:49,14:58,6,22,-3.5,86,53.5
327,Vinnie Hinostroza\hinosvi01,23,CHI,LW,15,247,181,57.7,3.4,167,141,54.2,1.7,9.8,92.5,102.3,56.1,43.9,12:51,12:02,6,7,1.3,60,53.3
328,Nico Hischier\hischni01,19,NJD,C,44,589,593,49.8,2.9,446,457,49.4,1.0,10.3,90.1,100.4,60.2,39.8,16:26,13:27,32,10,3.1,168,61.3
329,Niklas Hjalmarsson\hjalmni01,30,ARI,D,21,317,386,45.1,-5.7,230,265,46.5,-2.5,7.9,92.1,100.0,40.5,59.5,21:00,18:10,9,18,-2.0,42,35.7
330,Joshua Ho-Sang\hosanjo01,22,NYI,RW,22,228,257,47.0,-3.4,174,198,46.8,-3.1,9.9,88.5,98.4,54.2,45.8,14:17,12:01,10,23,-2.9,35,51.4
331,Mike Hoffman\hoffmmi02,28,OTT,LW,43,661,645,50.6,3.8,495,474,51.1,3.5,8.7,88.7,97.4,53.7,46.3,18:18,14:55,22,33,-3.6,248,56.5
332,Nick Holden\holdeni01,30,NYR,D,41,586,702,45.5,-1.0,445,520,46.1,-0.9,11.3,92.4,103.7,36.5,63.5,18:44,16:33,19,32,0.3,90,42.2
333,Peter Holland\hollape01,27,NYR,C,2,27,16,62.8,22.8,23,14,62.2,20.0,5.9,90.0,95.9,50.0,50.0,14:13,13:21,0,1,0.1,5,60.0
334,Korbinian Holzer\holzeko01,29,ANA,D,12,102,117,46.6,2.4,81,86,48.5,2.8,6.5,88.3,94.8,56.9,43.1,11:56,10:45,1,7,0.3,16,56.3
335,Julius Honka\honkaju01,22,DAL,D,24,288,242,54.3,3.7,216,170,56.0,5.1,5.7,94.0,99.7,55.3,44.7,13:50,12:08,2,14,2.2,60,36.7
336,Patric Hornqvist\hornqpa01,31,PIT,RW,44,645,549,54.0,1.9,501,405,55.3,2.4,7.4,89.8,97.2,52.3,47.7,17:18,13:23,15,7,10.8,225,63.6
337,Bo Horvat\horvabo01,22,VAN,C,28,359,367,49.4,2.1,259,268,49.1,2.7,11.1,92.1,103.2,48.2,51.8,18:37,13:58,8,15,2.7,112,58.0
338,Marek Hrivik\hrivima01,26,CGY,LW,1,12,11,52.2,3.3,11,7,61.1,10.3,16.7,100.0,116.7,50.0,50.0,9:04,9:04,1,1,0.2,3,33.3
339,Jonathan Huberdeau\huberjo01,24,FLA,LW,44,773,642,54.6,7.8,587,484,54.8,7.0,10.0,87.8,97.8,46.7,53.3,20:03,16:28,27,46,8.1,182,63.2
340,Charles Hudon\hudonch01,23,MTL,LW,43,588,475,55.3,5.2,420,339,55.3,5.6,6.4,90.5,96.8,50.6,49.4,13:45,11:60,21,12,6.4,180,62.2
341,Brad Hunt\huntbr01,29,VEG,D,22,302,259,53.8,2.4,223,203,52.3,-0.1,8.3,92.7,101.0,56.1,43.9,17:14,14:23,14,4,0.8,83,47.0
